,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGHT,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE
46,SENIOR LOAD DISPATCHER 5235 060118.txt,SENIOR LOAD DISPATCHER,5235,2,,"  A Senior Load Dispatcher assigns, reviews and evaluates the work of Load Dispatchers engaged in directing and controlling the switching of electric energy, maintaining proper voltage regulation, VAR control, and load allocation for a large generating, transmission or distributing system by giving orders and issuing clearances from a central dispatching office; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,3,full-time,Load Dispatcher,|a training DDR does not apply., ,   ,,P, ,OPEN_INT_PROM,162091,-1,2018-06-01
47,PRINCIPAL MECHANICAL ENGINEERING DRAFTING TECHNICIAN 7550 081415.txt,PRINCIPAL MECHANICAL ENGINEERING DRAFTING TECHNICIAN,7550,0,,"  A Principal Mechanical Engineering Drafting Technician plans, organizes and directs the work of drafting personnel in a major drafting group engaged in preparing mechanical engineering designs and plans for City construction projects; or assists in directing such work; develops and reviews guidelines and procedures as related to CADD (computer aided drafting and design) and data management systems; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,3,full-time,Senior Mechanical Engineering Drafting Technician,, ,   ,,NoR, ,OPEN_INT_PROM,99158,-1,2015-08-14
48,POLICE SURVEILLANCE SPECIALIST 3687 052215.txt,POLICE SURVEILLANCE SPECIALIST,3687,3,AB,"  A Police Surveillance Specialist performs skilled work in the installation, operation, maintenance, design, fabrication, testing, and inspection of electronic surveillance and countermeasure equipment utilized in the investigation of criminal activity; supervises one or more groups of employees engaged in the above work; and does related work.",2,"university, college", ,2,full-time,,|installing| operating| maintaining| fabricating| testing| and inspecting electronic surveillance equipment used in the investigation of criminal activity; or |the construction| installation| maintenance or repair of any of a wide variety of electronics and communications equipment including television| high fidelity sound systems| radio| radar| microwave| telephone| telephone carrier| control| monitoring| public address| or audio/digital transmission equipment; or| maintenance or repair of any of a wide variety of electronic communications equipment and, ,   ,,R, ,OPEN,92524,-1,2015-05-22
49,PUBLIC RELATIONS SPECIALIST 1785 012017.txt,PUBLIC RELATIONS SPECIALIST,1785,0,,  Public Relations Specialists utilize various techniques in the preparation and dissemination of material regarding City activities for informational or educational purposes; and may coordinate public relations events or programs.,4,"university, college","cluding completion of at least 24 semester or 36 quarter units in public relations, journalism, or communications.",0,full-time,,|the fields of journalism| public relations| or media relations may be substituted for 12 semester or 18 quarter units of the required coursework.,1,#Q 18 #S 12,,P, ,OPEN,58746,75324,2017-01-20
50,SIGN PAINTER 3428 121214.txt,SIGN PAINTER,3428,2,,"  A Sign Painter lays out and paints signs using freehand, stencils, computer, and silk screen methods on a variety of surfaces and materials, applying large vinyl cut graphics and related fabrication.",0,apprenticeship,| helper to a sign painter.,6,full-time,,| helper to a sign painter., ,   ,,P, ,OPEN_INT_PROM,72766,75836,2014-12-12
51,TREE SURGEON 3114 081916 REV 080818.txt,TREE SURGEON,3114,2,,"  A Tree Surgeon climbs, prunes, trims, treats, sprays, plants, fertilizes, transplants and removes trees along City streets and highways, in City parks, over or on private property, and on public grounds to eliminate hazardous conditions; prevent interference with traffic, traffic signals and high and low voltage conductors and equipment; and to preserve and maintain the trees.  ",0,, ,1,full-time,Tree Surgeon Assistant,| tree surgeon| which includes climbing trees using spurs| climbers| ropes and safety belts and using power saws| aerial lifts| power winches| booms or similar equipment., ,   ,,R,B,OPEN_INT_PROM,58975,81096,2016-08-19
52,AUTO BODY BUILDER AND REPAIRER 3704 101317 revised.txt,AUTO BODY BUILDER AND REPAIRER,3704,3,,"  An Auto Body Builder and Repairer removes, fabricates, installs, remodels, or repairs bodies, frames, and body accessories of automotive equipment; occasionally does minor paint repairs, installs automotive glass and repairs fiberglass body parts.",4,"university, college, apprenticeship",|the building or repair of auto bodies| or automotive collision repair work; or| or automotive collision repair work.,4,full-time,,|the building or repair of auto bodies| or automotive collision repair work; or| or automotive collision repair work., ,   ,,R,B,OPEN_INT_PROM,78801,94607,2017-10-13
53,SENIOR HOUSING INVESTIGATOR 8517 020317 REVISED 021617.txt,SENIOR HOUSING INVESTIGATOR,8517,2,,"  A Senior Housing Investigator plans, organizes and directs the work of Housing Investigators and clerical support staff engaged in the investigation and analysis of alleged violations of the City's Rent Stabilization Ordinance (RSO) and/or Housing Code (Los Angeles Municipal Code Chapters XV and XVI) and related office activities; handles the negotiation of more difficult complaint settlements and case closures; may act as an Assistant Director for Rent Stabilization or as a lead over other Senior Housing Investigators; may supervise a public information and payment counter within a field office; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and performs related work.",0,"university, college", ,2,full-time,Tree Surgeon Assistant,, ,   ,,R, ,OPEN_INT_PROM,97551,-1,2017-02-03
54,TREASURY ACCOUNTANT 1609 102816.txt,TREASURY ACCOUNTANT,1609,2,,"  A Treasury Accountant performs professional treasury/banking accounting work in the analysis, preparation, maintenance, or evaluation of financial reports, account reconciliation, debt management, investment accounting, and general accounting of City treasury funds, and commercial, custodial and merchant accounts, within the Office of Finance and may act as a lead in the performance of such work.",4,"university, college", ,3,full-time,,|treasury operations| banking| or finance accounting activities| in any of the following areas:  investment accounting| escrow services| assessment district accounting| structured finance reporting| monitoring investment and debt activity| effectuating payment of debt service| escheatment processing| cost accounting| cost allocation| cash management and cash flow analysis., ,   ,,P, ,OPEN,73748,-1,2016-10-28
55,STREET LIGHTING ELECTRICIAN SUPERVISOR 3840 031717.txt,STREET LIGHTING ELECTRICIAN SUPERVISOR,3840,0,,"  A Street Lighting Electrician Supervisor plans, organizes and directs the work of street lighting employees engaged in various activities of the Field Operations Division of the Bureau of Street Lighting, including construction, repair, yard, shop, and warehouse activities; or supervises several crews engaged in construction and repair of the street lighting systems in a major geographical area of the City; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,| Street Lighting Electrician or in a class at that level performing construction and repair of high voltage street lighting systems., ,   ,,R, ,OPEN_INT_PROM,101780,-1,2017-03-17
56,SHEET METAL SUPERVISOR 3777 061314.txt,SHEET METAL SUPERVISOR,3777,0,,"  A Sheet Metal Supervisor supervises the fabrication, assembly, installation, and repair of a variety of sheet metal parts or equipment; and the maintenance, installation and adjustment or repair of duct work, filters, blowers and forced-air heating, cooling, and ventilating control devices and systems.",0,, ,4,full-time,,| journey-level sheet metal worker., ,   ,,P, ,OPEN_INT_PROM,92039,76786,2014-06-13
